group,Open_report typo-corrected
meditation,"I participated at a silent 10 day Vipassana retreat. There was a Vipassana master present but the meditations were guided my S.N.Goenka’s tapes. This was perhaps half way through the retreat, I do not recall the day exactly anymore. I was sitting on the floor of the meditation hall with my legs crossed, eyes closed, in a room full of people silently practicing one-pointedness, focusing on each individual point in our body with laser focus, advancing through the entire body. I felt the practice was easy, and going well. As we got the the area of the groin, I recall hesitating whether or not to focus on the genitals, but the instructions were clear: every single point in our body. As I moved my single focus on the clitoris, a very very strange phenomenon happened. I felt how my band has were activating, closing and tightening like a corset around my spine, and a red, fiery substance began to rise along my spine, as if it was mercury rising within a thermometer. I clearly saw the event taking place in my minds eye, and felt enormous pressure building up as the liquid stopped and pressure was rising in my lower body. I remember feeling alarmed, fighting against the pressure but while the sensation was scary, it was no unpleasant and I decided to surrender to it. As soon as I did, the substance burst through whatever the obstacle was, that was holding it down and rose a notch further up my spine, starting to build again. Now I knew what to do and relaxed into it. This went on until the substance reached my head and then suddenly it burst through the top of my head and i felt my entire body pulsating as the fiery liquid kept exiting through the top of my head, raining down all around me as if I was a fountain. Despite of my confusion and bewilderment I felt intense joy, bliss and the feeling was also quite sensual. This went on and on, and i remember getting a bit worried if it was not going to stop and wondering if others had noticed. I opened my eyes and the visual image disappeared and the activity stopped, and saw others in silent meditation around me, all was normal. As soon as I closed my eyes, everything continued. Eventually we came to a break time, and I got up and walked around outside in complete daze. I did not understand what had happened and in silent retreat I could not discuss this with anyone. There was something sexual about the experience and we had been instructed to not engage in anything the least bit sexual during the retreat, so I felt a bit ashamed- focusing on my genitalia was probably a mistake and I shouldn't have done it.. As the meditation resumed, and each time I closed my eyes, I would go back to the same phenomenon. Towards the end of the day I started to feel exhausted. The muscles on my torso were exhausted as the bad has were clenching them so tight. I started to feel it was all too much, and decided to force it to stop. And I managed to. I did not allow myself to go into the posture, to allow the bandhas to close, and I was able to control it. After the retreat I told my husband about it, but despite looking for I for I could not figure out what had happened and it was too bizarre - I felt I could not tell anyone else. (Two years later I was attending a yoga teacher training. During the training kundalini awakening was discussed and the description matched my experience exactly - I realized that was what had happened. The kundalini messed with my meditation practice for many years and I experienced other incredible phenomena, such as all my nadis being alive with electricity- I was electricity and saw myself as I had seen drawings of nadis shining in silver, it was amazing but also bizarre and scary.another few years on, an intuitive therapist & reiki master grounded my kundalini. It was another amazing experience as he was able to awaken the kundalini and helped me ground it. That had a tremendous effect on me, and I came to terms with the kundalini, and now regard it as a huge blessing. It is not two years since my kundalini was grounded and I have come a long was on the spiritual path I'm on. Without my kundalini awakening my life would be very different and my outlook on life has changed. There are great mysteries out there.)"
meditation,"I attended a 7-night vipassana meditation retreat in a beautiful setting with delicious food. I had sent an intention for the retreat: to face the grief that I had been carrying around for almost 25 years from losing my mother when I was 15. On the last morning of the retreat, as I sat in the silent lanai that we were using as our meditation hall, and I heard the exotic birds and smelled tropical flowers and the sound of the ocean, I fell into a deep state. I found myself reliving the moment in which I had my last conversation with my mother. I was 15 and standing next to her hospital bed in the ICU. She was squeezing my hand. My father stood just outside, fighting back tears, unable to face the sudden impending death of his 52-year-old wife. He told me it was time for us to go. I was confused because I knew we had nowhere else to be, but with my obedient nature, I began to pull away from my mom. She squeezed my hand without saying a word, as if to pull me back, to pull me closer to her, not wanting to die alone. I would walk away and carry that regret with me for 25 years. Only, this time, instead, she spoke. She said to me, ""I love you."" She would not have the human voice to say it to me ever again, but she wanted me to know and remember for the rest of my life that I was loved."
meditation,"I was a student, thus more than 25 years ago, and I started to practice yoga some 2-3 years before this experience. At the time of the experience, I was in love, but in a calm, deep manner. One day I just did some yoga practice at home, and when I executed the child's pose (yoga mudra), focusing on the heart area, as instructed in the yoga course. Usually, this pose would just bring me relaxation of the back area, and some state of peace. But at this one time, somehow I dived into an inner space that was extremely light and which was beyond time somehow. And I suddenly understood what it means to be eternal, even if we seem to be so defined by time and age, normally. It was amazing that this eternity was somehow in the present moment, now (I was not aware of mindfulness techniques or theory at that time). It seemed so natural, and logic, that it was just incredible that I missed this reality for so long, while it was just there, within reach (it felt like this then, but I could not repeat it a will_ I was also practicing rather randomly). I was melted in this space, and my mind seemed to have melted as well in something much bigger, expanding and containing way beyond my regular self. There were no thoughts, but rather observations of what I was experiencing. (When I returned to the regular state of mind I was extremely energized, and very centered in my heart. The state lasted in a residual form for hours, and even the days afterward I was under the impression of the respective state. Besides the joy of the experience, it also altered my relationship with time, knowing somehow that I AM no matter what.)"
meditation,"I was sitting alone on a small hill outside my country house far out in the northern archipelago of Stockholm. The sun was setting, it was a beautiful summer evening. I looked out over the sea and a small meadow with grass, stones and flowers. Suddenly my vision changed and I could to my great astonishment see a completely new landscape beneath as I transcended all and lost all sense of time and place. Everything was so clear_ the plants and stones showed completely new subtle qualities and colours, details I had never before observed, there was no distance between me and that, all was one boundless wholeness. I was filled with joy and gratefulness. As the sun later set under the horizon the vision faded and I went down to my house to make supper. (Comment: This experience completely changed my view on reality. Following this experience I started to make research, to understand what I had experienced. I learned about ""spiritual awakenings"", ""refined perception"" and other things that might fit my experience. This important experience was then followed by many others during the years to come, and I solely attribute them to my daily meditation practice. Many years later I resigned my work as an CEO to become a meditation teacher instead. )"
meditation,Lost sense of self.
meditation,"(The Experience occurred during part of my regular morning meditation practice, and the day after I had undertaken hypnosis to connect to a past life and the Life between Life dimension: https://paulaurand.com. At that time I typically meditated to binaural music recordings through headphones which are thought to aid in resonating brain waves on each side of the brain and to promote a deeper meditative experience: https://www.sacred acoustics.com.) In The Experience, I moved my mind through intention to join with my spirit guides and receive from them spiritual support and a possible message that would best serve my interests at that time. I could not ""see"" the guides and knew of their presence through feeling their energy. They, four of them, moved in to surround me very close, as though we were in a pod of some kind, and we began to spin very slowly, gradually increasing in speed as I sensed we were lifted off and were moving through dark space. In the distance I became aware of a light, and we were moving toward it. We slowed down as we got closer and moved up to it and then moved into it. Suddenly I became aware that we all had merged into the light, that we in fact became the light. I had never felt anything like it in my life. It was not that we felt very ""together"" or ""extremely close,"" or were ""with"" the light, it was that we literally were the same entity. We were not distinct from each other in any way. We were the light. I felt carried into this experience by a power beyond my control, that there was no ""my"" or ""me"" anymore but rather the sense that we, my guides and I, were one and the same as the light. The sensation was powerful, like the helplessness of being carried into and through a physical orgasm, except it was a spiritual experience and in no way physical. The sensation lasted mere seconds, and my guides and I separated from the light back into the ""pod"" and returned to our departure point (or what I had thought of as our departure point). I was profoundly changed by this experience, feeling a unity with the universe I had never experienced, and up to that time in my spiritual development had not really known was ""a thing,"" or was possible. I will never forget it, nor what that brief feeling of unity ever since has held out as a potential for me, for all of us in fact, after the division and separateness of our time in this physical dimension is over. The experience has not been repeated in meditation."
meditation,"I was meditating with a group of individuals and was quite deep. Clear as clear I heard a voice in my head exclaim in question, “a red eye?” After the meditation, as was custom, we would go around the room and share experiences as we chose. When one individual shared, she asked, “what does it mean if you see a red eye?” Well, that was pretty amazing and I got goosebumps. I didn't say a thing because at the time I felt like if I said, “hey I heard you say that!” that it wouldn't be believed. Freaky - and what are the odds of that? I write about this experience and others in my book entitled ""One Clumsy Seeker"" by Providence Greenseed."
meditation,"I was attending a one-week professional training in the use of therapeutic sound and shamanic practices. It was the morning of the third full day of the retreat, and our group of about 20 students had been in class for several hours already. There was a practice offered - I don't recall the proper ceremonial name - which was led by the two facilitators, who were using a variety of sound tools - bowls, chimes, drums, rattles, bells - along with their voices and chant.  Following the spoken guidance of the facilitator, at some point in the meditation I became aware that I was in a completely different space/place. I was in a very bright, comfortable space and although I could still hear the sounds in the room - had no awareness of my body, the space, or anybody in the room. The feeling was of being surrounded by and infused with an overwhelming sense of unconditional love, and then I heard ""Welcome home"". I felt suspended in this space, no need to move or to find more information, or to understand where the voice came from or why I didn't have a body.  When the practice ended, everyone else quietly got up from their cushions and left the practice room for lunch. I was aware of the room around me, and the quiet activity, and also of the separate beautiful space I was in. I felt no urgency to return to the room and may have sat for another 30 or 40 minutes before letting the experience go.  When I finally moved off the cushion and left the practice room I didn't feel able to relate to anyone, and went to my room to lie down for a while. A friend checked on me eventually, and by that time I was able to speak and just say that I was fine, and felt ecstatic - a feeling which stayed with me for many days.  (I do not have any memory of feeling unconditionally loved before or since that experience, but I know that I am. I know that I am an intrinsic part of a much larger universe or cosmos.)"
meditation,"20180419 prc Riverton 2_2 Union AgapeSchoolinz Meditation 09:20 ^We come on this occasion in order to continue the dialogue. We have as our perspective that of the coming into physicality, projecting our identity and ideas into this domain which you call yours. It is ours also, for we have been here. That it is not our residence in physical terms is a product of our ascension, to use that language. But more particularly and more accurately, of the conclusion of the round of lives of each of our once-parts, yet now union. This give us no better perspective, it could be argued, than any alive person, for the period of our occupancy concluded [and there seems to be no applicable time]. Nevertheless our oversight is such as to contribute to its state of currency in world affairs, as well as those of any inhabitant present or past that we choose to inspect. And so having inspected in this instance yourself, the recognition is that of the variety of choices for whom best to communicate through, this example is as good as any and better than most. The choice is not without its costs, for the risk of exciting animosity, self-will, egocentric bias, cult formation, are recognised by us and declined. Therefore it has required many years of training and, for this individual in particular, a denial of benefit of such vices, voyeurism, personality-level inclinations so as to nullify each of those aforementioned difficulties. For they could become so and they have become so at other times and places, as history attests. And so we have the dual purpose of both fostering a dependent relationship and yet also autonomy. And by agreement, we continue. The risk of exciting false claims or questionable claims to authenticity are such as to create in us a caution and minimal disturbance of such excitatory responses as remain. And the passive nature of this individual is one of its assets and best qualities. The circumstances by which such passivity is created has its roots in the past and we have facilitated exploration of those at other times. So the theme of bringing to light tendencies acquired and forgone by salutary lessons, as they could be viewed, provides a context by which we can have some confidence that the eventual discussion concerning this case will remain more positive than otherwise. [pause while inspecting surroundings] It is still true that those on the left are invisibly distant and disconnected – radically so. Therefore there need be zero concern of contamination within this location and context. We would now proceed to address the next level of the reason for our presence here today. [pause. And I thought to do an aura cleansing.] And the aura cleansing having been completed. [pause. I had thought the identity faint, so I sought to get close] The sunshine on the eyelids (indirectly refracted through a coarse cotton curtain) is a suitable representation of our domain of existence. Suffused by a golden light and a serene goodwill, we fit the description of traditional sources because they are not wrong. Having thereby established our credentials, we may continue. And to those whom such things matter, we can merely say “welcome.” And to those to whom such things are suspect, we can merely say “Wait. Withhold suspicion and come to understanding in your own time. And if not in this incarnation then in another.” [pause] And so now that you are within us, see the tranquillity. And there was a prior example and it was interpreted to be Guan Yin. There is only one Guan Yin and we are not it. And yet the quality of immersion of lower mind within the higher identity is very similar. We will not claim it to be identical because it is not. And yet the qualities of absorbance in benign non-judgemental loving inclusiveness are no different. This is a reminder of the state of Grace. That traditional term does not suffice, exactly because it connotes divinity. We would say, extract divinity and union remains. It is rare, certainly. It is memorable, certainly. It is acquired ecstasy, certainly. There is no necessity to exaggerate it with the idea of the connotations assembled around the concept of divinity. There is nurturance. There is positive regard. There is willingness to support. There is absence of time as a condition on such nurturance and support. To that degree, eternity is an applicable descriptor. Acceptance of every aspect (and) tendency enacted or not, which in psychological language implies both self and shadow. And we specify in every life endured, proclaimed or denied. And yet this is not special. It is merely the affection most commonly rendered by every mother to its newborn child. And yet there is no admonishment possible. But rather, infinite goodwill. And the term infinite on this occasion comprising unlimited extent in both time and degree, with compassion for the likely impacts of each life plan and respect for the boldness inherent in every decision to embark upon the physical journey into the crucible of tempest and conflict endemic in human life. [pause] This union is a rare experience for the embodied human, conditioned as it is by conditional acceptance and dismissal inherent in primal reactivity and competition of the embodied life. It is encountered in utero if stress is low in the circumstances of the mother. It is rarely encountered thereafter, unless in particularly positive maternal relationship or the replication of that in loving partnership. Nevertheless the expectations upon the adult human are such as to require sufficient alertness for external threat that it is seldom achieved unaided. And this is merely appropriate to the (physical) domain. In this condition at this present moment of this experience – isolated, protected by safe enclosure, supported by all the necessities for survival, conditioned by a few days of preparation, well-rested, and not in need of any thing, that sense of being in the centre and surrounded by love is available by special arrangement. And so it is in this moment. And so that rarity is a primary basis for the creation of the idea and the concept of divinity. Where there is hunger for such a state, that idea becomes supremely attractive because of the contrast between the normal life whereby such hunger is not responded to, or response to it is unavailable, that the promise of such magnitude triggers the indwelling hunger. And so the superlatives are utilised, because nothing else suffices to describe the difference between such a state and the demands of the ordinary life and its common spectrum of emotion. However, the superlatives are not justified if they are utilised to advertise. If they are utilised to describe, they are merely accurate to illustrate the distinction between the emotional spectrum of the ordinary life and the emotional spectrum of this particular state, and the narrowed spectrum of emotion concentrated on love. And so to view it in terms of emotional spectrum, predicated on the absence of survival issues and the variety of emotions necessarily associated with those concerns, is to reveal the condition by which on a topographic surface, there is a prominent impulse centred on the concept of love (shining in bright gold as if a spire or column or signal on a 3D map or cartography of diverse emotion). And so with the experience complete, we withdraw. P One could summarise that experience as comprising the bliss of union, I think. Very special! A singular experience. It’s funny, the sunlight looks (dim and wan,) distinctly lacking in that feeling of gold (brightly shining). No wonder gold metal is highly valued. Goodness me, that’s 43 minutes. That’s very similar to the Guan Yin experience. I'm a bit reluctant to let go of it. It’s definitely made my day! I'll rest a while before transcribing this, I think. [1313 words] Peter Raymond Calvert"
meditation,"I had left my home, marriage and I was broken open at the time and went North to Washington State to stay with friends ( a couple I had known since I was 20 and living in England ). I was very broken and had been trying to leave for a while as the situation was really abusive. I do not drink nor use substances but my husband was drinking a lot and he was a mean drunk. He was also very stressed and cantankerous. So I took one suitcase and our dog and car and drove north to be safe. I had tried to talk to his son and cousin about rehab for him and care his son was against it and his cousin a therapist said we all needed to be in on it. I left because I alone was in the line of fire and our dog was hiding behind the toilet every day and night in fear. I stayed with friends for 4 months and worked . when I could I rented an apartment without furniture but was given items by them and their friends. Then I would sit in silence in the empty room and meditate. I heard a woman's voice, very loving and caring and I was astonished. I did not see her but I felt her. It was her voice that was so calming and I thought God was always our mother so this was confirmation of that belief. She calmed me and I knew that I would heal from this and that I was going to be broken open from this day forward. I have never stopped hearing her after this I commune with her and I began to understand we are never alone and we are spirit and are one with everything in this entanglement like Indra's Net suggests. I learned to meditate using sanskrit and Om Ma ni padre hum. I chant the gayatri mantra many times daily and now I use Sufi healing and a mantra from this also. This calms any anxiety and I feel cleansed after I also use Tikkun Olam ( Heal the world ) as a Blessing. These ancient traditions in a Multi faith aspect are helpful as I feel at one while I am silent in meditation. I experience an altered state without any drugs. Silence is how I begin then I chant then She may or may not arrive so I use the breath to be at one with her. The feminine face of God or The Mother is how she come to me and it really began during my early childhood which is how I survived because the safest place in my childhood was outside the home. No surprise for many girls really, sometimes the only Mother who protects us is The Divine. I had help from this PTSD but no medication from a wonderful therapist in Wa. state when it surfaced after I left my home. I lost a lot but I gained this amazing ability to one-ing which has been with me since 2016. It is a mystical experience which has continued. I feel very calm and open to all possibilities and really free to be in this world of suffering and can navigate well. It has been a pilgrimage and I am on this path for the rest of my days here . I find new ways to navigate and fear is no longer acute or even present even when things are challenging. I have overcome much and I feel deeply present and able in this time which is a bit chaotic . I am changed forever , by my experience."
meditation,"A transformative phase in my life started when I focused my meditation on “Who am I?”. I remembered situations when people had hurt me and when I had hurt others. It was painful to experience the pain I had inflicted upon others. This dialectical process was followed by deeper relaxation during meditation. Eventually, I felt a very pleasant wordless calling or longing. One morning my world became totally still. I don't know for how long the experience continued. An absolute stillness and natural primordial state to rest in. It was as if an emptiness was marinated in warm acceptance. Afterwards, I realized that the absolute stillness was extraordinary and something I never had experienced before. A stunning insight that enabled me to realise that 'All is One'. I can't name a trigger. I just had my usual morning meditation, completely relaxed with an empty and clear awareness. When the clock rang, I continued as if nothing had happened. But it had. It was as if a very personal, yet non-personal and primordial state of being or egolessness existed at the same time. Meister Eckhart (1260-1328) calls the process to meet God as Isness, which is a good word for the consciousness I found twenty years ago. It just is. Nothing was inclusive or exclusive. Intensive and focused, yet limitless. More of a whole body-mind than a sensory experience without emotional and cognitive content. The insight “All-is-One” came after the experience. The first, second and third person didn't exist during my experience. It was something else, yet familiar. It was just ""isness""."
psychedelics,"I was in my friends' apartment when we took lsd, let's say fairly average amount, around 150 micrograms. The first hour we couldn't we anything, which was expected. We read a lot of experiences from recreational users so we know that the substance takes a lot of time to kick in. We listened music and chatted. After we started to see minor hallucinations and the walls kinda started to vibrate we went outside for a walk. The effect was getting stronger but we never felt anxiety or anything bad feelings. While we were walking around, the streetlight were brighter than usually and we felt like we were moving very slowly even though we walked normal pace. I think this was due to the hallucination-like vision. None of us had strong hallucinations but everyone did have some kind of vision changes. All the colours felt deeper and i had a feeling like a was walking in a cartoon. At the peak of the effect it started to rain but we just embraced it and listened to edm music. Overall the experience was one of the best nights with the boys. We did the same thing many times after this and i'm hoping to get a change to do that again in the future. Now everyone is studying or working so we don't find the time for these situations because it takes a bit more planning and preparing compared to a normal night out."
psychedelics,You mean the very last experience? I took some ketamine and have experienced state of dissociation of the body from consciousnesses or vice versa. I helped me to cope with some stressful emotions and resolve conflict in my personal life simply through talking it over with my partner. Also it gave me great deal of inside some nice business project idea and I had an absolutely fantastic sex. The experience gave me a much needed break in my work and lifeflow once I have started to loose it due to overwork and low self-esteem. Now it's a little bit of fresh air but a new chapter of my life with all its challenges is yet to come.
psychedelics,After first time of eating mushrooms I get away of depression. Ayahuasca helps me to find joy of life.
psychedelics,I was with a few close friends. We took some shrooms had a nice walk around town. Found ourselves in a park with a quiet spot by the water. We lied down there and watched the clouds. In that moment I could see how the cloud and sky are connected with each other and how the whole universe is interconnected. It gave me sensation that we are part of something bigger.
psychedelics,"As many other testimonials, i experienced a connection with nature, in particular with the plants around me. I also felt classical music very intensely. I thought of my beloved ones. * I accepted evil in the world.* I was able to think with more perspective (or something like that). I also felt that merely existing , of things and myself, was something impressive. I relaxed my expectations maybe, but i felt i understood better the meaning of life. Again, acceptance was a key element in my new way of looking at everything. It gave me relief, peace of mind, etc.  I felt quite anxious both times, a bit of a bad trip too."
psychedelics,"At first I felt the effect coming on, like 'someone' tiptoeing around my brain. I saw some colored fractals. I was laying on a mattress and my body was jerking / twitching (this didn't bother me much since I had had these twitches / jerks in my psychotherapy when processing traumatic events).  The music started bothering me, it felt loud and 'mystic' in a bad way. I chose to go outside and lay down in the grass. The twitching intensified, at this point it felt neither good or bad, everything just 'was'. After a while a facilitator came to me and said ""See if those twitches you have want to tell you something. Everything is welcome here"".  Then the twitches turned in to a release of emotions (it was not connected to the actual memory but I knew I was releasing the raw emotions that I couldn't bear / survive when I was drugged and raped by a relative as 11 years old.) I screamed and howled, and felt un excruciating mental pain: the pain of being abandoned by the world as a child, the loneliness in that, the complete pointlessness of it all. It just flooded out of me for about an hour. It was ugly and painful but it was also beautiful, as I had a facilitator by my side, gently stroking my back and talking to me. I have never felt so safe in my life.  I was very aware during this, aware that this would not have been possible in therapy, aware that my 'window of tolerance' was wide open, aware that even if it was very very painful, I needed this and it was healing. I was also aware that my experience didn't have much of 'psychedelics' to it (ie, no mystery, no visuals except for a short time in the beginning). When looking at people they were a bit distorted but I didn't look much at people when I was laying in the grass screaming, crying and howling (loud!). At one point I became concerned that maybe I was just hallucinating this happening since I had taken psilocybin so I asked the facilitator ""Is this really happening?"" to which he replied ""It depends on what you men by 'really', but yes, we are here, this is happening"". I felt very comforted by that because my thought was that going through this pain would be really pointless if it wasn't real. It was very physical and exhausting as my body would convulse with the screams. After a while I started to feel angry, there was so much anger beneath that pain, and I said to the facilitator that I wanted to hit someone. Hi suggested I hit the ground, I tried but by then I was so exhausted physically that I couldn't put much force to it. I realised I didn't have the energy to do more of this, and then I just went into a relaxed state, sobbing quietly, listening to the birds. A while later another facilitator came out and played the guitar, I sat up and felt in love with the world, with the music, with everyone. The thought of having been born came to mind.  I knew I was healed in some profound ways, but also that a part of the healing came from being so safely held by a facilitator during the experience. I felt happy, and very grateful. Then I felt the effect of the psilocybin was wearing off, and I just waited, happily, for a couple of hours, I think, to the ceremony to end. (After the experience several of my symptoms of Complex PTSD had disappeared, and they haven't returned)."
psychedelics,"Vaporized some 5-meo dmt at my friends cottage. Feeling was super intense. I fell into fractal world. I was sitting on couch and closed my eyes. Last thing I was able to say was ""this feels very inten..."" then vaporizer fell out my hand to lap. I was relieved to feel that my friend picked the vaporizer from my lap. For a second I was scared because of intensity but then I basically just let go. I was not existing anymore. I had no feelings, no sense of smell or hearing. Just fractal visualizations. Then I met god. It was green fractal serpent that was flashing through my vision on top of blackness. It was made of pure energy. Then I started to feel my senses coming back to me. First I realized I must be alive because I can see. I watched my hands and realized I can move them though they didn't yet feel like my hands. Then I laid on the couch for a while to think what did I actually went through. The experience lasted around 15 min."
psychedelics,"I was introduced to the realm of spirit. I had always known it was there, even as a very small child, but the cactus confirmed it to me. This alone was huge, because I had never known whether I was just overly imaginative. I also received a physical healing from chronic inflammation, and on the day of the medicine was able to walk all day, where for the previous 3 years the most I could manage was around 30 minutes (I had broken my tibia in two places 3 years earlier and had been plagued by bursitis in my hip since recovering from surgery. The bursitis didn't return for five years, and was put back in its place with a large dose of LSD). I was able to see, with open eyes, the spirit of the clouds and mountains where I was staying. It was the first time I had spent an entire day without any negative thoughts in as long as I could remember. The experience lasted around 14 hours."
psychedelics,"I kept a journal of my experience to best of my ability. At 17:00 I ate 17 fresh mushrooms, approx. 6 grams. I started doing some programming, waiting for something to happen. Started feeling slightly nauseous, the mushrooms tasted like dirt and black pepper. At 17:30 I felt strange flashes of quickly moving forward without moving. I went to lie on the floor and listen to peaceful music. At 17:45 I notice my pupils were extremely dilated.  At 18:00 I had not felt strong effects so I ate another 6 gram batch of mushrooms. I was having trouble concentrating and writing. My handwriting looks slightly scrambled at this point. Text on the notebook was moving and rising out of the paper. Square pattern of the notebook was moving. At 18:06 I decided to eat everything I had and ate the remaining approx. 8 grams of fresh mushrooms for a total dose of 60 mushrooms, 20 grams. I was seeing colors at the edges of my vision. The square pattern looked alive and was moving. I felt strangely peaceful but frightened of what was happening like it was not happening to me but someone else. 18:14 I went to the bathroom. My face looked strange, like someone else. It looked like something was moving under my skin. I closed my eyes while sitting on the toilet and saw sawtooth-shaped snakes moving across my vision. When I looked at the mirror and closed my eyes I saw a flash of a creature that looked like a human or a lingering image of myself. Its proportions were exaggerated and neon-colored, big eyes and ears. Like a mesoamerican god or something. I left the bathroom unsure what to think. I was experiencing time dilation and seeing shapes and colors when I closed my eyes. I remember sitting at my computer telling my friends of what was happening, and when turning around I saw a black-and-red, V-shaped thing rushing towards me, cutting my field of view in half. I was not scared of it however. At this point I must have fallen into a trance as I have no recollection or notes. I have no notes until 19:57 where I wrote ""I've returned from somewhere"". I do remember some visions from my trance. Between 18:14 and 19:57 I experienced extreme time dilation, or ""moments of eternity"" as I've seen them called. I would fall into a dreams and they felt immeasurably long. It was both incredible and horrifying. I would look at my watch and only a minute would have passed where I felt like hours.  I remember a few distinct visions from the dreams I had. -The first one was a kaleidoscope-like image of branches of a tree that folded on themselves against a turquoise background. -The second vision was of an ocean of swirling green and yellow fractals, with two-legged giant creatures marching through it in lockstep, with streams of the ocean rising up along their legs toward their heads. They had some sort of trunks, like elephants, and they were trumpeting together but I do not remember what it sounded like. -My third vision was of bright-pink axolotl-like creatures curling around each other, moving as a pillar across my field of view seemingly sprouting from each other and nothing. They had black dot like eyes and smiling mouths. I felt they were good, and somehow knew they were called ""first-creatures"" or something similar, as in they were the beginning of everything. -Fourth vision was of something that looked like a tropical forest with large-leaved trees. The trees flowed like water, and I remember hearing the sound of running water. The vision reminds me now of Dali's clocks. -Fifth vision was of a endless stream of color to which I would fall. These visions is where I remember experiencing the moments of eternity. I would nod in an out of them while lying on the floor. During the intense psychedelic part of 18:14-19:57 I remember feeling intense terror at least once and wanting to wake up from the experience, begging for it to be over. I was trying to hold on to the carpet like I was speeding through space. I kept reassuring myself that I ""could not fool them"" and I had to surrender to the dream. By ""them"" I mean what I perceived as masters or gods of the mushroom trance, and that their punishment would be merciless if I allowed myself to come apart and fail their test. I felt like I had scales or feathers on my back that fluttered due to the fear I felt, and when I defeated the fear and surrendered to the experience the feeling dissipated. One thing that helped me calm down was to hang on to good thoughts like how much I loved my wife. I sent her a voice message telling her this. As written above, 19:57 is where I felt I returned from somewhere, likely the intense psychedelic part. This is where the visions stopped and some sort of psychological trip continued. I experienced some sort of dissociation or similar, and have no memory between approx. 20:00 and 20:20. During this time I video called my wife and around 20:20 I remember squatting on the floor looking at my wife on the phone. My wife told me that we had talked normally, but now I was acting strange. I looked paranoid and kept looking around quickly. I remember putting a piece of paper on the door of my room reminding myself to not go outside, but the paper was gone. It was on the doorknob, and I think I took it off while going to the toilet at some point. I remember seeing my phone hand swirling with brown or golden vortexes as well as my wife's face on the phone screen. Like the google deep dream that turns everything into dog faces. I remember my wife being looking concerned and myself feeling sad that I could not reassure her that everything was ok. I felt like I did not know how to talk. I eventually told her that I felt like I still had to finish my journey and we ended the call. I also said I was sorry for calling since it made her worried and I had no way of reassuring her. My wife was mildly amused. I think I called my wife a couple of times over the experience. She was initially against me trying psychedelics and is still apprehensive. I remember feeling guilty for doing what I did. I also felt extreme longing toward her. I am currently in a different country from her for an extended time. At 20:30 or so after the call, the experience was winding down. I felt very tired and was lying on the bed. I did not remember going there. The walls were moving and I was listening to peaceful music. It felt like I had gone through the most intense experience of my life. I was writing down my memories of what had happened. I almost called my sister but did not. I also saw that I ate all my snacks, which were fruits and berries. The walls looked like they were breathing, and a painting on the wall seemed alive. The trees in it looked like they were radiating light. I tried writing down as much as possible to the notebook about what I remember while waiting for the experience to end completely. I checked my phone records and saw that I had called my wife at 19:11. My wife told me that I had talked of seeing forbidden things. I believe this was referring to the second vision. I wrote many times that I missed my wife intensely. I also remember doing strange things like flossing my teeth, believing I was about to go to bed. I would find myself in a different part of the room without realizing I had moved. At 21:54 I wrote that the visual effects had ended. I went to make pasta and ate it. I went to bed at 00:10, but have no notes or memory of what happened."
psychedelics,Met some helpful and kind spirits for a very short time. I am a not a spiritual person but they were from the spirit world.
psychedelics,"The experience was initially very gentle and loving. Then it became very profound, giving love and tenderness to the parts of me that had been hurt, challenged and relatively unavailable for sometime. I was able to articulate with more of me available and less reactivity, ultimately alleviating a lot of accumulated nervous system burden . I felt deeply again ."
psychedelics,"I felt my ego melt away. Then, for a flash of a second, i felt the sorrow and grief of all the humans in the world. I cried and cried at the pain. Then, as psychedelics are prone to, i felt the love and happiness of all the humans in the world."
psychedelics,"I layed down in a bed in my friends summer cottage. I listened to Johns Hopkins university’s psilocybin research playlist on Spotify. The music sounded sometimes dark, sometimes odd, sometimes full of joy and beauty. When I closed my eyes, I felt huge wave of love and happiness and I had a huge realization that ”The good guys will eventually win in the world and as I'm a good guy, I just need to do my thing and be patient. Everything will be ok eventually”. Then I saw a totem pole in my mind. The pole consisted of the faces of three of my friends. Each friend was representing some positive personal trait I could learn from them: patience, perseverance and positivity and physical wellbeing.  At some point the music became too intense and I had to take my headphones off. Almost immediately I felt like I was launched to the orbit with a rocket. I decided to fully surrender to the experience. As i layed down in the bed I felt like gravity was shifting. I knew the bed was level, but still something was pulling my body towards one corner of the bed. Next my body began to cramp heavily. I resisted the urge to fight back and surrendered. I felt the cramps squeezed me flat against the bed and realized what it felt like to be a two dimensional character. Next i began to feel extremely intensive feelings. Extreme joy and happiness resulting tears of joy. Sadness and grief with hopeless sobbing. Next i felt that my body began to be warm and tingly. Tingling sensation filled my body and at the same time a strong anger raised. I growled aloud and i was squeezing the bed with my hands. I felt that the anger was flowing off from me. The rest of the experience I cannot recall."
